,GT,Predict
28716,2.0,3.019
28717,4.0,3.049
28718,4.0,3.065
28719,4.0,2.968
28720,2.0,3.021
28721,3.0,3.091
28722,4.0,3.033
28723,4.0,3.108
28724,4.0,3.065
28725,3.0,3.039
28726,1.0,3.082
28727,2.0,2.935
28728,3.0,3.107
28729,4.0,3.027
28730,3.0,3.045
28731,5.0,3.027
28732,2.0,3.049
28733,5.0,3.073
28734,4.0,3.069
28735,5.0,3.073
28736,4.0,3.091
28737,4.0,3.033
28738,3.0,3.087
28739,5.0,3.096
28740,5.0,3.094
28741,4.0,3.099
28742,4.0,3.082
28743,4.0,3.06
28744,3.0,3.076
28745,3.0,3.081
28746,5.0,2.935
28747,5.0,3.107
28748,5.0,3.059
28749,5.0,3.027
28750,4.0,3.059
28751,5.0,3.06
28752,5.0,3.045
28753,4.0,3.045
28754,5.0,3.091
28755,5.0,3.116
28756,4.0,3.036
28757,5.0,3.033
28758,5.0,3.064
28759,4.0,3.052
28760,5.0,3.056
28761,4.0,3.044
28762,5.0,3.051
28763,4.0,3.073
28764,3.0,3.051
28765,5.0,3.013
28766,5.0,3.036
28767,5.0,3.091
28768,2.0,3.122
28769,4.0,3.005
28770,4.0,3.051
28771,4.0,3.05
28772,4.0,3.067
28773,3.0,3.029
28774,2.0,3.086
28775,2.0,3.029
28776,5.0,3.069
28777,4.0,3.028
28778,4.0,3.05
28779,5.0,3.04
28780,5.0,3.033
28781,3.0,3.045
28782,4.0,3.054
28783,2.0,3.023
28784,4.0,3.1
28785,5.0,3.043
28786,3.0,3.053
28787,4.0,3.063
28788,5.0,3.107
28789,4.0,3.108
28790,5.0,3.047
28791,4.0,3.099
28792,5.0,3.067
28793,5.0,3.06
28794,4.0,3.108
28795,1.0,3.082
28796,4.0,3.045
28797,2.0,3.081
28798,5.0,3.111
28799,4.0,2.981
28800,4.0,3.07
28801,5.0,3.072
28802,1.0,3.095
28803,4.0,3.067
28804,4.0,3.089
28805,4.0,2.935
28806,4.0,3.045
28807,5.0,3.067
28808,4.0,3.085
28809,4.0,3.056
28810,5.0,3.051
28811,5.0,3.019
28812,4.0,3.069
28813,2.0,3.065
28814,2.0,3.04
28815,4.0,3.033
28816,3.0,3.099
28817,4.0,3.089
28818,5.0,3.067
28819,4.0,3.123
28820,4.0,2.935
28821,3.0,3.059
28822,2.0,3.045
28823,3.0,3.085
28824,2.0,3.045
28825,4.0,3.027
28826,4.0,3.051
28827,4.0,3.049
28828,4.0,3.065
28829,3.0,3.05
28830,4.0,3.025
28831,4.0,3.069
28832,4.0,3.102
28833,4.0,3.099
28834,3.0,3.05
28835,4.0,3.091
28836,4.0,3.04
28837,4.0,3.087
28838,5.0,3.061
28839,3.0,3.066
28840,4.0,3.08
28841,3.0,3.108
28842,2.0,3.07
28843,4.0,3.114
28844,4.0,3.002
28845,4.0,3.085
28846,3.0,3.082
28847,3.0,3.036
28848,4.0,3.067
28849,3.0,3.081
28850,3.0,3.095
28851,5.0,3.044
28852,5.0,2.935
28853,5.0,3.107
28854,4.0,3.059
28855,4.0,3.027
28856,5.0,3.045
28857,4.0,3.045
28858,5.0,3.091
28859,1.0,3.085
28860,2.0,3.116
28861,5.0,3.036
28862,5.0,3.064
28863,3.0,3.014
28864,5.0,3.051
28865,5.0,3.086
28866,5.0,3.019
28867,2.0,3.04
28868,4.0,3.013
28869,5.0,3.049
28870,2.0,3.01
28871,4.0,3.068
28872,5.0,3.131
28873,3.0,3.011
28874,5.0,3.085
28875,4.0,3.122
28876,5.0,3.005
28877,5.0,3.062
28878,4.0,3.051
28879,5.0,2.968
28880,5.0,3.091
28881,4.0,3.05
28882,4.0,3.067
28883,5.0,3.029
28884,5.0,3.086
28885,4.0,3.049
28886,5.0,3.069
28887,3.0,3.028
28888,5.0,3.088
28889,3.0,3.04
28890,5.0,3.085
28891,4.0,3.054
28892,5.0,3.061
28893,5.0,3.055
28894,1.0,3.011
28895,4.0,3.066
28896,5.0,3.05
28897,1.0,3.012
28898,5.0,3.043
28899,3.0,3.044
28900,5.0,3.092
28901,1.0,3.036
28902,5.0,3.063
28903,2.0,3.076
28904,4.0,3.055
28905,5.0,3.108
28906,4.0,3.032
28907,5.0,3.099
28908,5.0,2.981
28909,5.0,3.088
28910,5.0,3.114
28911,4.0,3.083
28912,4.0,3.082
28913,5.0,3.045
28914,4.0,3.036
28915,4.0,3.111
28916,5.0,3.123
28917,4.0,3.054
28918,3.0,3.054
28919,2.0,3.094
28920,3.0,3.095
28921,1.0,3.081
28922,5.0,3.067
28923,4.0,3.089
28924,4.0,3.077
28925,4.0,3.109
28926,2.0,3.057
28927,4.0,2.935
28928,4.0,3.107
28929,3.0,3.077
28930,4.0,3.059
28931,4.0,3.045
28932,4.0,3.091
28933,5.0,3.067
28934,2.0,3.101
28935,5.0,3.116
28936,2.0,3.093
28937,5.0,3.064
28938,3.0,3.052
28939,4.0,3.087
28940,5.0,3.056
28941,3.0,3.059
28942,5.0,3.051
28943,5.0,3.019
28944,2.0,3.04
28945,4.0,3.073
28946,5.0,3.051
28947,5.0,3.013
28948,3.0,3.049
28949,3.0,3.01
28950,3.0,3.04
28951,3.0,3.039
28952,5.0,3.122
28953,4.0,2.968
28954,3.0,3.067
28955,5.0,3.091
28956,3.0,3.086
28957,5.0,3.064
28958,3.0,3.06
28959,5.0,3.021
28960,5.0,3.028
28961,5.0,3.05
28962,4.0,3.088
28963,4.0,3.08
28964,5.0,3.04
28965,3.0,3.123
28966,4.0,3.062
28967,3.0,3.033
28968,3.0,3.045
28969,5.0,3.087
28970,3.0,3.054
28971,5.0,3.061
28972,2.0,3.087
28973,4.0,3.023
28974,1.0,3.078
28975,2.0,3.011
28976,5.0,3.012
28977,3.0,3.075
28978,5.0,3.043
28979,5.0,3.092
28980,3.0,3.036
28981,4.0,3.063
28982,4.0,3.107
28983,4.0,3.1
28984,5.0,3.06
28985,3.0,3.07
28986,4.0,3.016
28987,3.0,3.089
28988,5.0,3.088
28989,2.0,3.109
28990,2.0,3.114
28991,4.0,3.081
28992,3.0,3.036
28993,4.0,3.111
28994,4.0,3.067
28995,4.0,3.044
28996,1.0,3.03
28997,4.0,2.935
28998,3.0,3.045
28999,3.0,3.036
29000,4.0,3.056
29001,4.0,3.044
29002,4.0,3.051
29003,4.0,3.033
29004,5.0,3.005
29005,2.0,3.05
29006,3.0,3.073
29007,3.0,3.066
29008,3.0,3.094
29009,3.0,3.099
29010,3.0,3.077
29011,5.0,3.082
29012,2.0,3.045
29013,5.0,2.935
29014,4.0,3.06
29015,4.0,3.067
29016,5.0,3.044
29017,2.0,3.064
29018,5.0,3.051
29019,4.0,3.019
29020,4.0,2.968
29021,5.0,3.028
29022,4.0,3.033
29023,2.0,3.087
29024,3.0,3.059
29025,3.0,3.037
29026,4.0,3.077
29027,4.0,2.935
29028,4.0,3.107
29029,4.0,3.077
29030,3.0,3.091
29031,4.0,3.085
29032,5.0,3.064
29033,5.0,3.019
29034,5.0,2.968
29035,4.0,3.021
29036,5.0,3.04
29037,5.0,3.043
29038,5.0,3.053
29039,4.0,3.055
29040,3.0,3.099
29041,5.0,3.059
29042,5.0,3.1
29043,3.0,2.935
29044,2.0,3.027
29045,4.0,3.059
29046,3.0,3.045
29047,3.0,3.091
29048,4.0,3.12
29049,5.0,3.027
29050,3.0,3.051
29051,4.0,3.04
29052,5.0,3.051
29053,3.0,3.061
29054,3.0,3.005
29055,5.0,3.044
29056,4.0,2.968
29057,4.0,3.049
29058,4.0,3.073
29059,3.0,3.024
29060,4.0,3.021
29061,5.0,3.062
29062,5.0,3.033
29063,5.0,3.032
29064,4.0,3.085
29065,4.0,3.07
29066,5.0,3.054
29067,5.0,3.061
29068,5.0,3.005
29069,4.0,3.078
29070,4.0,3.011
29071,4.0,3.05
29072,5.0,3.075
29073,5.0,3.043
29074,4.0,3.063
29075,5.0,3.032
29076,5.0,3.067
29077,4.0,3.005
29078,4.0,3.063
29079,3.0,3.07
29080,4.0,3.114
29081,4.0,3.049
29082,5.0,3.082
29083,3.0,3.087
29084,5.0,3.111
29085,4.0,3.026
29086,5.0,3.055
29087,4.0,3.081
29088,5.0,3.094
29089,5.0,3.035
29090,3.0,3.055
29091,5.0,3.053
29092,5.0,3.057
29093,4.0,2.935
29094,3.0,3.107
29095,3.0,3.077
29096,4.0,3.059
29097,4.0,3.027
29098,3.0,3.059
29099,3.0,3.045
29100,4.0,3.045
29101,5.0,3.067
29102,5.0,3.116
29103,5.0,3.036
29104,3.0,3.044
29105,4.0,3.033
29106,4.0,3.093
29107,3.0,3.064
29108,3.0,3.065
29109,4.0,3.087
29110,5.0,3.072
29111,3.0,3.059
29112,3.0,3.051
29113,3.0,3.027
29114,4.0,3.051
29115,5.0,3.014
29116,4.0,3.086
29117,4.0,3.019
29118,5.0,3.04
29119,2.0,3.083
29120,4.0,3.073
29121,4.0,3.033
29122,4.0,3.051
29123,4.0,3.013
29124,4.0,3.049
29125,4.0,3.061
29126,4.0,3.01
29127,4.0,3.068
29128,3.0,3.04
29129,4.0,3.131
29130,3.0,3.011
29131,5.0,3.085
29132,4.0,3.036
29133,5.0,3.091
29134,4.0,3.122
29135,4.0,3.005
29136,3.0,3.013
29137,5.0,3.071
29138,5.0,3.06
29139,4.0,2.992
29140,4.0,3.048
29141,4.0,3.062
29142,3.0,3.051
29143,4.0,3.069
29144,5.0,3.055
29145,5.0,2.968
29146,4.0,3.049
29147,4.0,3.05
29148,5.0,3.067
29149,4.0,3.102
29150,3.0,3.091
29151,4.0,3.086
29152,5.0,3.099
29153,4.0,3.076
29154,3.0,3.064
29155,3.0,3.076
29156,4.0,3.021
29157,4.0,3.061
29158,3.0,3.024
29159,4.0,3.069
29160,3.0,3.028
29161,4.0,3.05
29162,3.0,3.088
29163,4.0,3.091
29164,3.0,3.123
29165,3.0,3.062
29166,3.0,3.033
29167,4.0,3.087
29168,5.0,3.032
29169,4.0,3.085
29170,3.0,3.07
29171,3.0,3.081
29172,2.0,3.054
29173,4.0,3.061
29174,3.0,3.055
29175,5.0,3.087
29176,4.0,3.005
29177,4.0,3.078
29178,4.0,3.011
29179,4.0,3.1
29180,4.0,3.05
29181,4.0,3.012
29182,1.0,3.075
29183,4.0,3.043
29184,4.0,3.092
29185,4.0,3.036
29186,4.0,3.053
29187,3.0,3.063
29188,4.0,3.107
29189,4.0,3.076
29190,2.0,3.055
29191,5.0,3.041
29192,5.0,3.032
29193,4.0,3.067
29194,5.0,3.063
29195,3.0,3.037
29196,4.0,3.098
29197,3.0,3.07
29198,3.0,3.07
29199,4.0,3.076
29200,3.0,3.108
29201,4.0,3.072
29202,4.0,3.1
29203,4.0,3.114
29204,4.0,3.039
29205,5.0,3.049
29206,3.0,3.083
29207,5.0,3.002
29208,4.0,3.047
29209,4.0,3.085
29210,4.0,3.046
29211,3.0,3.017
29212,5.0,3.049
29213,3.0,3.082
29214,5.0,3.062
29215,4.0,3.054
29216,2.0,3.028
29217,3.0,3.058
29218,4.0,3.087
29219,4.0,3.082
29220,4.0,3.058
29221,3.0,3.045
29222,4.0,3.036
29223,4.0,3.06
29224,5.0,3.022
29225,4.0,3.111
29226,3.0,3.033
29227,2.0,3.026
29228,3.0,3.069
29229,3.0,3.091
29230,4.0,3.067
29231,4.0,3.039
29232,5.0,3.102
29233,4.0,3.055
29234,5.0,3.044
29235,3.0,3.094
29236,4.0,3.013
29237,4.0,3.05
29238,3.0,3.035
29239,3.0,3.033
29240,3.0,3.056
29241,4.0,3.062
29242,3.0,3.083
29243,4.0,3.025
29244,4.0,3.078
29245,3.0,3.06
29246,3.0,3.055
29247,4.0,3.091
29248,4.0,3.069
29249,2.0,3.077
29250,3.0,3.053
29251,4.0,2.935
29252,2.0,3.085
29253,3.0,3.041
29254,4.0,3.011
29255,3.0,3.091
29256,4.0,3.073
29257,3.0,3.064
29258,4.0,3.087
29259,4.0,3.01
29260,4.0,3.085
29261,5.0,3.061
29262,3.0,3.054
29263,4.0,3.072
29264,3.0,2.935
29265,4.0,3.059
29266,4.0,3.067
29267,5.0,3.085
29268,4.0,3.036
29269,4.0,3.041
29270,2.0,3.027
29271,4.0,3.005
29272,4.0,3.069
29273,4.0,3.064
29274,3.0,3.061
29275,5.0,3.091
29276,4.0,3.033
29277,4.0,3.087
29278,5.0,3.061
29279,4.0,3.087
29280,5.0,3.01
29281,5.0,3.076
29282,4.0,3.046
29283,5.0,3.067
29284,5.0,2.935
29285,4.0,3.077
29286,4.0,3.027
29287,4.0,3.059
29288,4.0,3.06
29289,4.0,3.045
29290,4.0,3.091
29291,3.0,3.067
29292,5.0,3.085
29293,3.0,3.036
29294,4.0,3.064
29295,5.0,3.065
29296,3.0,3.052
29297,5.0,3.051
29298,5.0,3.019
29299,3.0,3.049
29300,3.0,3.01
29301,3.0,3.091
29302,4.0,3.005
29303,2.0,3.069
29304,5.0,2.968
29305,3.0,3.05
29306,4.0,3.067
29307,2.0,3.029
29308,5.0,3.061
29309,4.0,3.028
29310,2.0,3.085
29311,3.0,3.088
29312,5.0,3.04
29313,3.0,3.123
29314,4.0,3.033
29315,5.0,3.061
29316,3.0,3.077
29317,4.0,3.066
29318,5.0,3.094
29319,5.0,3.01
29320,4.0,3.063
29321,1.0,3.055
29322,3.0,3.108
29323,5.0,3.099
29324,3.0,3.059
29325,3.0,3.037
29326,3.0,3.004
29327,5.0,3.039
29328,4.0,3.083
29329,3.0,3.082
29330,4.0,3.045
29331,3.0,3.036
29332,1.0,3.096
29333,2.0,3.041
29334,3.0,3.054
29335,3.0,3.095
29336,5.0,2.935
29337,5.0,3.107
29338,4.0,3.077
29339,5.0,3.059
29340,4.0,3.091
29341,5.0,3.067
29342,4.0,3.085
29343,5.0,3.033
29344,5.0,3.064
29345,5.0,3.03
29346,5.0,3.064
29347,5.0,3.028
29348,5.0,3.05
29349,4.0,3.088
29350,5.0,3.04
29351,5.0,3.033
29352,4.0,3.087
29353,5.0,3.076
29354,5.0,3.077
29355,4.0,3.123
29356,5.0,3.059
29357,3.0,3.06
29358,2.0,3.115
29359,3.0,3.077
29360,5.0,2.935
29361,4.0,3.077
29362,5.0,3.027
29363,4.0,3.059
29364,4.0,3.045
29365,4.0,3.091
29366,4.0,2.972
29367,4.0,3.044
29368,4.0,3.033
29369,4.0,3.064
29370,5.0,3.065
29371,5.0,3.03
29372,5.0,3.11
29373,3.0,3.051
29374,5.0,3.019
29375,5.0,3.051
29376,4.0,3.049
29377,4.0,3.073
29378,5.0,3.077
29379,4.0,3.044
29380,5.0,3.069
29381,5.0,2.968
29382,5.0,3.05
29383,5.0,3.099
29384,4.0,3.024
29385,4.0,3.021
29386,5.0,3.091
29387,3.0,3.08
29388,4.0,3.04
29389,4.0,3.094
29390,4.0,3.076
29391,4.0,3.055
29392,4.0,3.108
29393,4.0,3.099
29394,4.0,3.039
29395,4.0,3.064
29396,3.0,3.082
29397,4.0,3.06
29398,4.0,3.096
29399,3.0,3.059
29400,4.0,3.095
29401,3.0,2.935
29402,4.0,3.027
29403,4.0,3.059
29404,3.0,3.06
29405,4.0,3.045
29406,3.0,3.091
29407,4.0,3.067
29408,4.0,3.085
29409,5.0,3.033
29410,3.0,3.064
29411,3.0,3.065
29412,5.0,3.056
29413,3.0,3.051
29414,5.0,3.019
29415,2.0,3.069
29416,5.0,2.968
29417,5.0,3.028
29418,3.0,3.088
29419,3.0,3.033
29420,4.0,3.094
29421,4.0,3.076
29422,4.0,3.099
29423,4.0,3.039
29424,3.0,3.036
29425,4.0,3.059
29426,5.0,2.935
29427,1.0,3.077
29428,3.0,3.055
29429,4.0,3.06
29430,5.0,3.045
29431,3.0,3.091
29432,3.0,3.067
29433,3.0,3.085
29434,3.0,3.116
29435,4.0,3.044
29436,4.0,3.033
29437,5.0,3.064
29438,3.0,3.065
29439,4.0,3.056
29440,3.0,3.044
29441,2.0,3.096
29442,4.0,3.051
29443,4.0,3.019
29444,4.0,3.051
29445,1.0,3.011
29446,2.0,3.073
29447,4.0,2.968
29448,4.0,3.091
29449,5.0,3.067
29450,2.0,3.065
29451,3.0,3.021
29452,3.0,3.028
29453,4.0,3.05
29454,3.0,3.088
29455,2.0,3.003
29456,3.0,3.08
29457,4.0,3.04
29458,4.0,3.033
29459,4.0,3.087
29460,3.0,3.07
29461,4.0,3.005
29462,4.0,3.077
29463,2.0,3.094
29464,5.0,3.092
29465,4.0,3.107
29466,5.0,3.055
29467,4.0,3.108
29468,3.0,3.103
29469,3.0,3.059
29470,4.0,3.037
29471,4.0,3.07
29472,3.0,3.07
29473,4.0,3.071
29474,5.0,3.081
29475,3.0,3.045
29476,2.0,3.057
29477,4.0,3.062
29478,3.0,3.123
29479,3.0,3.054
29480,3.0,3.094
29481,4.0,3.054
29482,4.0,3.095
29483,4.0,3.05
29484,4.0,2.935
29485,4.0,3.107
29486,4.0,3.077
29487,5.0,3.091
29488,5.0,3.033
29489,4.0,3.064
29490,2.0,3.052
29491,5.0,3.056
29492,3.0,3.036
29493,5.0,3.046
29494,3.0,3.091
29495,1.0,3.029
29496,4.0,3.021
29497,5.0,3.028
29498,4.0,3.05
29499,5.0,3.088
29500,4.0,3.04
29501,5.0,3.033
29502,3.0,3.01
29503,3.0,3.045
29504,4.0,3.036
29505,3.0,3.096
29506,2.0,3.076
29507,4.0,3.043
29508,5.0,2.935
29509,2.0,3.1
29510,3.0,3.045
29511,3.0,3.067
29512,2.0,3.056
29513,2.0,3.044
29514,2.0,3.11
29515,5.0,3.019
29516,5.0,2.968
29517,2.0,3.039
29518,3.0,3.07
29519,2.0,3.088
29520,3.0,2.935
29521,3.0,3.027
29522,3.0,3.059
29523,4.0,3.06
29524,4.0,3.045
29525,3.0,3.091
29526,5.0,3.064
29527,3.0,3.052
29528,5.0,3.044
29529,5.0,3.027
29530,3.0,3.051
29531,5.0,3.019
29532,5.0,3.051
29533,4.0,3.013
29534,3.0,3.049
29535,5.0,3.01
29536,4.0,3.131
29537,4.0,3.036
29538,3.0,3.122
29539,4.0,2.968
29540,3.0,3.049
29541,3.0,3.067
29542,1.0,3.029
29543,2.0,3.028
29544,1.0,3.091
29545,5.0,3.04
29546,5.0,3.062
29547,4.0,3.033
29548,1.0,3.087
29549,4.0,3.054
29550,3.0,3.023
29551,4.0,3.066
29552,2.0,3.075
29553,4.0,3.043
29554,3.0,3.107
29555,2.0,3.08
29556,2.0,3.055
29557,3.0,3.108
29558,4.0,3.047
29559,3.0,3.099
29560,3.0,3.103
29561,3.0,3.099
29562,4.0,3.059
29563,5.0,3.037
29564,4.0,3.07
29565,4.0,3.07
29566,4.0,3.088
29567,4.0,2.969
29568,2.0,3.082
29569,1.0,3.045
29570,4.0,3.036
29571,3.0,3.091
29572,3.0,3.059
29573,1.0,3.081
29574,4.0,3.062
29575,5.0,3.035
29576,3.0,3.1
29577,3.0,3.044
29578,4.0,3.097
29579,3.0,3.077
29580,1.0,2.935
29581,3.0,3.1
29582,3.0,3.027
29583,3.0,3.059
29584,2.0,3.045
29585,2.0,3.091
29586,4.0,3.067
29587,4.0,3.085
29588,3.0,3.041
29589,4.0,3.044
29590,4.0,3.036
29591,5.0,3.12
29592,2.0,3.058
29593,1.0,3.046
29594,5.0,3.11
29595,5.0,3.071
29596,4.0,3.049
29597,3.0,3.019
29598,4.0,3.049
29599,5.0,3.065
29600,4.0,3.08
29601,3.0,3.044
29602,5.0,3.069
29603,5.0,2.968
29604,3.0,3.091
29605,4.0,3.029
29606,3.0,3.099
29607,5.0,3.068
29608,4.0,3.015
29609,5.0,3.04
29610,5.0,3.065
29611,3.0,3.085
29612,4.0,3.061
29613,5.0,3.06
29614,4.0,3.081
29615,3.0,3.051
29616,3.0,3.051
29617,3.0,3.041
29618,4.0,2.935
29619,5.0,3.027
29620,3.0,3.059
29621,3.0,3.045
29622,4.0,3.091
29623,5.0,3.085
29624,5.0,3.064
29625,4.0,3.056
29626,5.0,3.044
29627,2.0,3.096
29628,5.0,3.027
29629,3.0,3.051
29630,5.0,3.019
29631,5.0,2.968
29632,3.0,3.05
29633,4.0,3.04
29634,5.0,3.033
29635,4.0,3.087
29636,5.0,3.077
29637,4.0,3.094
29638,4.0,3.108
29639,4.0,3.099
29640,5.0,3.059
29641,4.0,3.004
29642,2.0,3.07
29643,5.0,2.969
29644,4.0,3.123
29645,3.0,3.072
29646,2.0,3.1
29647,1.0,3.077
29648,4.0,2.935
29649,2.0,3.107
29650,4.0,3.077
29651,3.0,3.046
29652,4.0,3.051
29653,4.0,3.019
29654,5.0,3.061
29655,5.0,3.069
29656,5.0,2.968
29657,4.0,3.069
29658,4.0,3.087
29659,3.0,3.094
29660,4.0,3.039
29661,4.0,3.061
29662,3.0,2.935
29663,5.0,3.107
29664,3.0,3.059
29665,5.0,3.06
29666,4.0,3.045
29667,5.0,3.091
29668,4.0,3.085
29669,3.0,3.044
29670,4.0,3.064
29671,5.0,3.056
29672,3.0,3.051
29673,5.0,3.019
29674,3.0,3.049
29675,5.0,3.073
29676,5.0,2.968
29677,3.0,3.091
29678,4.0,3.021
29679,4.0,3.028
29680,2.0,3.05
29681,3.0,3.088
29682,2.0,3.091
29683,3.0,3.033
29684,3.0,3.076
29685,2.0,3.055
29686,4.0,3.099
29687,3.0,3.099
29688,4.0,3.059
29689,3.0,3.082
29690,3.0,3.036
29691,4.0,2.935
29692,1.0,3.027
29693,3.0,3.059
29694,3.0,3.091
29695,4.0,3.064
29696,4.0,3.056
29697,3.0,3.051
29698,3.0,3.051
29699,2.0,3.049
29700,2.0,3.011
29701,2.0,3.071
29702,2.0,2.968
29703,3.0,3.067
29704,1.0,3.029
29705,4.0,3.064
29706,3.0,3.05
29707,4.0,3.087
29708,3.0,3.066
29709,3.0,3.05
29710,2.0,3.043
29711,4.0,3.08
29712,3.0,3.099
29713,3.0,3.103
29714,3.0,3.087
29715,2.0,3.002
29716,3.0,3.082
29717,2.0,3.076
29718,2.0,3.032
29719,4.0,3.03
29720,4.0,2.935
29721,4.0,3.045
29722,3.0,3.064
29723,3.0,3.072
29724,4.0,3.051
29725,5.0,3.049
29726,5.0,2.968
29727,5.0,3.091
29728,3.0,3.033
29729,5.0,3.061
29730,4.0,3.066
29731,4.0,3.076
29732,4.0,3.039
29733,5.0,3.061
29734,2.0,3.072
29735,4.0,2.935
29736,4.0,3.059
29737,2.0,3.045
29738,2.0,3.091
29739,4.0,3.085
29740,4.0,3.116
29741,4.0,3.036
29742,3.0,3.064
29743,3.0,3.056
29744,5.0,3.086
29745,5.0,3.019
29746,3.0,3.04
29747,3.0,3.073
29748,4.0,3.051
29749,4.0,3.049
29750,4.0,3.039
29751,3.0,3.122
29752,3.0,3.071
29753,5.0,2.968
29754,4.0,3.05
29755,4.0,3.102
29756,3.0,3.091
29757,3.0,3.086
29758,3.0,3.049
29759,3.0,3.06
29760,3.0,3.028
29761,2.0,3.085
29762,3.0,3.05
29763,3.0,3.088
29764,1.0,3.003
29765,3.0,3.04
29766,3.0,3.123
29767,5.0,3.07
29768,5.0,3.054
29769,4.0,3.061
29770,3.0,3.087
29771,3.0,3.05
29772,3.0,3.075
29773,4.0,3.043
29774,4.0,3.044
29775,4.0,3.092
29776,3.0,3.041
29777,3.0,3.108
29778,5.0,3.1
29779,3.0,3.087
29780,3.0,3.077
29781,3.0,3.076
29782,4.0,3.07
29783,4.0,3.033
29784,4.0,3.091
29785,3.0,3.073
29786,3.0,3.054
29787,5.0,2.935
29788,5.0,3.107
29789,3.0,3.077
29790,5.0,3.027
29791,2.0,3.059
29792,3.0,3.06
29793,3.0,3.091
29794,4.0,3.067
29795,5.0,3.085
29796,1.0,2.972
29797,4.0,3.044
29798,3.0,3.033
29799,3.0,2.997
29800,5.0,3.064
29801,3.0,3.056
29802,2.0,3.044
29803,4.0,3.058
29804,5.0,3.027
29805,4.0,3.051
29806,5.0,3.019
29807,4.0,3.049
29808,1.0,3.011
29809,5.0,2.968
29810,1.0,3.091
29811,2.0,3.029
29812,4.0,3.065
29813,3.0,3.021
29814,3.0,3.028
29815,1.0,3.05
29816,3.0,3.088
29817,3.0,3.091
29818,4.0,3.003
29819,5.0,3.04
29820,2.0,3.033
29821,4.0,3.087
29822,1.0,3.066
29823,3.0,3.076
29824,4.0,3.055
29825,3.0,3.108
29826,4.0,3.099
29827,3.0,3.059
29828,3.0,3.037
29829,2.0,3.07
29830,1.0,3.039
29831,1.0,3.082
29832,3.0,3.045
29833,2.0,3.036
29834,3.0,3.06
29835,5.0,3.123
29836,2.0,3.054
29837,4.0,3.081
29838,5.0,3.072
29839,4.0,3.054
29840,1.0,3.095
29841,2.0,3.081
29842,5.0,2.935
29843,1.0,3.077
29844,5.0,3.027
29845,4.0,3.045
29846,2.0,3.091
29847,5.0,3.085
29848,2.0,2.972
29849,4.0,3.064
29850,3.0,3.056
29851,5.0,3.058
29852,3.0,3.051
29853,5.0,3.019
29854,2.0,3.049
29855,5.0,3.073
29856,5.0,2.968
29857,5.0,3.091
29858,4.0,3.065
29859,3.0,3.028
29860,1.0,3.088
29861,3.0,3.04
29862,3.0,3.033
29863,5.0,3.077
29864,5.0,3.094
29865,3.0,3.108
29866,2.0,3.059
29867,3.0,3.062
29868,2.0,3.107
29869,4.0,3.059
29870,5.0,3.059
29871,4.0,3.045
29872,5.0,3.085
29873,3.0,3.101
29874,5.0,3.036
29875,2.0,3.044
29876,1.0,3.093
29877,1.0,3.064
29878,4.0,3.087
29879,1.0,3.059
29880,4.0,3.051
29881,2.0,3.096
29882,4.0,3.051
29883,4.0,3.019
29884,2.0,3.083
29885,5.0,3.033
29886,3.0,3.051
29887,5.0,3.049
29888,5.0,3.065
29889,4.0,3.068
29890,1.0,3.011
29891,1.0,3.036
29892,3.0,3.122
29893,5.0,3.073
29894,4.0,3.005
29895,4.0,3.013
29896,4.0,3.077
29897,2.0,2.992
29898,4.0,3.069
29899,5.0,2.968
29900,5.0,3.05
29901,5.0,3.066
29902,3.0,3.029
29903,4.0,3.102
29904,4.0,3.091
29905,3.0,3.073
29906,5.0,3.061
29907,5.0,3.037
29908,4.0,3.024
29909,2.0,3.021
29910,1.0,3.028
29911,2.0,3.05
29912,5.0,3.091
29913,4.0,3.117
29914,2.0,3.04
29915,1.0,3.123
29916,5.0,3.062
29917,4.0,3.048
29918,4.0,3.032
29919,4.0,3.096
29920,3.0,3.085
29921,4.0,3.07
29922,4.0,3.054
29923,5.0,3.061
29924,4.0,3.055
29925,5.0,3.087
29926,5.0,3.005
29927,5.0,3.078
29928,4.0,3.011
29929,3.0,3.066
29930,3.0,3.037
29931,2.0,3.075
29932,4.0,3.094
29933,3.0,3.01
29934,4.0,3.092
29935,5.0,3.036
29936,3.0,3.053
29937,4.0,3.063
29938,5.0,3.076
29939,4.0,3.032
29940,4.0,3.047
29941,4.0,3.067
29942,4.0,3.099
29943,4.0,3.103
29944,5.0,3.005
29945,4.0,3.063
29946,3.0,3.085
29947,4.0,3.099
29948,3.0,2.981
29949,4.0,3.072
29950,5.0,3.065
29951,4.0,3.047
29952,4.0,3.07
29953,3.0,3.082
29954,5.0,3.06
29955,4.0,3.082
29956,2.0,3.045
29957,3.0,3.111
29958,4.0,3.076
29959,4.0,3.07
29960,5.0,3.055
29961,3.0,3.081
29962,2.0,3.095
29963,2.0,3.06
29964,2.0,3.067
29965,3.0,3.097
29966,4.0,3.109
29967,5.0,3.091
29968,2.0,3.107
29969,3.0,3.059
29970,2.0,3.059
29971,3.0,3.045
29972,2.0,3.091
29973,1.0,3.067
29974,4.0,3.085
29975,3.0,3.116
29976,5.0,3.036
29977,2.0,3.044
29978,3.0,3.064
29979,1.0,3.052
29980,3.0,3.072
29981,2.0,3.056
29982,3.0,3.014
29983,3.0,3.051
29984,3.0,3.058
29985,4.0,3.051
29986,3.0,3.014
29987,4.0,3.019
