,GT,Predict
25717,2.0,2.911
25718,4.0,2.737
25719,4.0,4.272
25720,3.0,3.73
25721,4.0,3.233
25722,3.0,2.947
25723,4.0,3.997
25724,3.0,4.013
25725,2.0,2.879
25726,3.0,2.756
25727,3.0,3.119
25728,4.0,3.431
25729,3.0,3.827
25730,4.0,4.041
25731,3.0,2.915
25732,2.0,3.148
25733,2.0,3.791
25734,2.0,4.141
25735,3.0,3.004
25736,3.0,3.851
25737,2.0,3.66
25738,4.0,3.965
25739,4.0,4.089
25740,1.0,3.74
25741,4.0,3.863
25742,1.0,4.258
25743,4.0,4.129
25744,3.0,3.999
25745,3.0,4.284
25746,4.0,4.169
25747,4.0,3.682
25748,5.0,4.072
25749,4.0,4.329
25750,3.0,3.589
25751,2.0,3.885
25752,2.0,3.5
25753,3.0,3.926
25754,2.0,4.302
25755,3.0,3.922
25756,4.0,4.093
25757,3.0,4.21
25758,2.0,3.821
25759,3.0,3.868
25760,4.0,4.051
25761,4.0,3.933
25762,4.0,3.722
25763,2.0,4.278
25764,2.0,3.697
25765,2.0,4.157
25766,2.0,3.957
25767,2.0,3.883
25768,3.0,4.125
25769,1.0,3.544
25770,2.0,4.074
25771,4.0,4.292
25772,3.0,4.017
25773,3.0,3.913
25774,3.0,4.183
25775,4.0,3.223
25776,2.0,3.842
25777,5.0,4.143
25778,1.0,3.635
25779,3.0,3.438
25780,1.0,4.343
25781,3.0,4.038
25782,2.0,3.915
25783,3.0,3.61
25784,3.0,4.167
25785,5.0,4.406
25786,4.0,3.699
25787,4.0,3.81
25788,4.0,3.349
25789,3.0,3.953
25790,3.0,3.234
25791,4.0,3.414
25792,3.0,3.637
25793,3.0,3.756
25794,4.0,3.631
25795,3.0,3.516
25796,4.0,3.421
25797,3.0,2.994
25798,4.0,3.615
25799,4.0,3.307
25800,3.0,3.246
25801,2.0,3.624
25802,3.0,3.858
25803,3.0,3.175
25804,3.0,3.602
25805,4.0,3.996
25806,4.0,3.907
25807,3.0,3.603
25808,3.0,2.86
25809,3.0,2.787
25810,3.0,3.958
25811,4.0,2.785
25812,5.0,3.91
25813,4.0,3.678
25814,4.0,3.842
25815,3.0,3.337
25816,5.0,4.475
25817,4.0,3.844
25818,3.0,3.925
25819,4.0,3.741
25820,3.0,3.874
25821,4.0,3.634
25822,4.0,3.59
25823,3.0,3.714
25824,4.0,3.227
25825,4.0,3.93
25826,3.0,2.924
25827,4.0,3.669
25828,3.0,3.644
25829,3.0,3.064
25830,4.0,3.022
25831,2.0,3.498
25832,4.0,3.079
25833,4.0,4.031
25834,3.0,3.885
25835,3.0,3.494
25836,2.0,3.619
25837,2.0,2.994
25838,2.0,4.042
25839,2.0,3.302
25840,2.0,3.731
25841,4.0,3.676
25842,4.0,3.38
25843,4.0,3.63
25844,1.0,3.481
25845,2.0,3.912
25846,3.0,3.616
25847,1.0,2.71
25848,2.0,4.071
25849,1.0,3.34
25850,2.0,3.287
25851,4.0,4.039
25852,4.0,3.729
25853,5.0,3.635
25854,2.0,3.203
25855,1.0,3.901
25856,3.0,3.52
25857,2.0,3.829
25858,4.0,3.657
25859,3.0,4.131
25860,3.0,3.192
25861,3.0,3.81
25862,5.0,3.418
25863,1.0,3.18
25864,1.0,2.665
25865,4.0,4.446
25866,1.0,3.085
25867,1.0,2.823
25868,3.0,3.846
25869,3.0,3.085
25870,4.0,3.648
25871,2.0,3.126
25872,1.0,3.191
25873,1.0,3.197
25874,1.0,4.021
25875,2.0,2.586
25876,3.0,3.569
25877,4.0,3.805
25878,4.0,3.73
25879,5.0,3.878
25880,4.0,3.805
25881,5.0,4.153
25882,4.0,3.521
25883,4.0,4.169
25884,4.0,3.616
25885,2.0,3.185
25886,4.0,3.607
25887,4.0,3.464
25888,5.0,3.429
25889,2.0,2.854
25890,5.0,3.965
25891,3.0,4.135
25892,4.0,4.24
25893,2.0,3.596
25894,3.0,3.676
25895,4.0,3.975
25896,4.0,3.651
25897,4.0,3.981
25898,3.0,3.448
25899,3.0,3.789
25900,5.0,4.059
25901,4.0,4.145
25902,4.0,3.734
25903,4.0,3.291
25904,5.0,4.0
25905,3.0,3.981
25906,4.0,4.005
25907,2.0,3.278
25908,3.0,4.018
25909,4.0,3.71
25910,3.0,3.493
25911,4.0,4.075
25912,3.0,3.871
25913,4.0,3.938
25914,4.0,3.872
25915,4.0,4.012
25916,3.0,3.485
25917,5.0,4.005
25918,5.0,4.071
25919,4.0,3.821
25920,4.0,4.293
25921,3.0,3.205
25922,4.0,3.86
25923,3.0,3.653
25924,4.0,3.546
25925,3.0,3.419
25926,4.0,3.329
25927,3.0,3.572
25928,5.0,4.534
25929,2.0,4.049
25930,1.0,2.433
25931,4.0,4.018
25932,4.0,3.831
25933,3.0,3.696
25934,4.0,4.232
25935,4.0,3.821
25936,4.0,4.012
25937,3.0,3.702
25938,5.0,3.961
25939,3.0,3.038
25940,4.0,3.878
25941,4.0,3.302
25942,5.0,4.262
25943,3.0,3.632
25944,4.0,4.058
25945,3.0,3.378
25946,4.0,3.15
25947,5.0,3.724
25948,3.0,3.06
25949,2.0,3.181
25950,3.0,3.576
25951,3.0,3.433
25952,4.0,3.04
25953,2.0,2.862
25954,4.0,4.345
25955,4.0,3.718
25956,3.0,3.563
25957,4.0,3.992
25958,4.0,4.138
25959,2.0,3.8
25960,4.0,3.623
25961,4.0,4.343
25962,5.0,4.272
25963,1.0,3.397
25964,1.0,4.02
25965,3.0,3.608
25966,4.0,4.021
25967,4.0,3.792
25968,5.0,4.427
25969,3.0,3.827
25970,3.0,3.34
25971,4.0,3.321
25972,4.0,3.73
25973,3.0,3.168
25974,4.0,4.049
25975,1.0,3.579
25976,2.0,3.571
25977,1.0,2.561
25978,3.0,4.212
25979,3.0,3.579
25980,1.0,2.678
25981,4.0,3.733
25982,4.0,4.176
25983,1.0,3.563
25984,3.0,3.068
25985,4.0,4.051
25986,3.0,3.19
25987,4.0,3.842
25988,4.0,3.436
25989,5.0,4.409
25990,4.0,3.423
25991,5.0,3.437
25992,4.0,3.919
25993,5.0,3.125
25994,4.0,3.295
25995,4.0,3.875
25996,5.0,3.583
25997,4.0,3.567
25998,3.0,3.573
25999,4.0,3.7
26000,4.0,3.632
26001,4.0,4.025
26002,4.0,3.488
26003,2.0,3.338
26004,5.0,3.701
26005,4.0,3.624
26006,5.0,3.909
26007,1.0,3.182
26008,5.0,4.013
26009,5.0,3.324
26010,4.0,3.953
26011,4.0,3.43
26012,4.0,3.074
26013,5.0,3.9
26014,3.0,3.756
26015,3.0,3.772
26016,4.0,2.568
26017,5.0,3.272
26018,4.0,3.835
26019,5.0,3.789
26020,4.0,3.108
26021,3.0,3.827
26022,3.0,2.75
26023,4.0,3.919
26024,1.0,3.492
26025,3.0,3.952
26026,5.0,4.445
26027,5.0,3.768
26028,4.0,3.234
26029,4.0,3.314
26030,4.0,3.485
26031,3.0,3.142
26032,4.0,3.263
26033,1.0,2.449
26034,4.0,3.172
26035,5.0,3.483
26036,5.0,3.816
26037,5.0,4.455
26038,3.0,2.429
26039,4.0,3.732
26040,4.0,3.991
26041,4.0,3.505
26042,4.0,3.797
26043,2.0,2.853
26044,4.0,3.496
26045,4.0,4.003
26046,5.0,3.819
26047,3.0,3.703
26048,1.0,3.416
26049,3.0,3.752
26050,4.0,3.916
26051,2.0,3.458
26052,4.0,3.956
26053,4.0,3.796
26054,3.0,3.564
26055,3.0,3.687
26056,4.0,3.697
26057,3.0,3.729
26058,4.0,3.237
26059,4.0,3.831
26060,4.0,4.449
26061,4.0,3.541
26062,2.0,3.449
26063,1.0,3.217
26064,3.0,3.706
26065,2.0,3.685
26066,2.0,3.991
26067,2.0,3.784
26068,2.0,3.636
26069,3.0,4.133
26070,3.0,3.19
26071,5.0,3.713
26072,4.0,3.957
26073,3.0,3.301
26074,5.0,3.292
26075,4.0,3.015
26076,3.0,2.989
26077,4.0,3.534
26078,4.0,3.917
26079,3.0,3.384
26080,5.0,4.289
26081,5.0,3.421
26082,4.0,4.036
26083,4.0,3.977
26084,4.0,3.69
26085,5.0,3.805
26086,5.0,3.465
26087,5.0,3.802
26088,4.0,3.153
26089,4.0,3.411
26090,4.0,2.993
26091,4.0,3.161
26092,4.0,4.195
26093,5.0,2.836
26094,5.0,3.559
26095,1.0,3.233
26096,5.0,3.434
26097,4.0,3.924
26098,4.0,3.841
26099,5.0,3.334
26100,4.0,3.421
26101,5.0,3.251
26102,4.0,3.702
26103,4.0,3.337
26104,5.0,4.187
26105,5.0,3.749
26106,4.0,2.987
26107,5.0,3.506
26108,5.0,2.319
26109,4.0,3.573
26110,5.0,3.599
26111,3.0,2.96
26112,4.0,4.024
26113,5.0,3.965
26114,4.0,3.74
26115,5.0,3.696
26116,1.0,2.677
26117,4.0,4.121
26118,5.0,3.814
26119,4.0,3.663
26120,5.0,3.36
26121,3.0,3.332
26122,2.0,3.461
26123,2.0,2.71
26124,4.0,3.562
26125,5.0,3.006
26126,5.0,4.025
26127,5.0,3.859
26128,5.0,3.075
26129,5.0,4.04
26130,3.0,3.17
26131,4.0,3.904
26132,4.0,3.284
26133,4.0,4.133
26134,2.0,3.676
26135,3.0,4.319
26136,4.0,2.83
26137,5.0,3.454
26138,4.0,3.669
26139,2.0,3.541
26140,3.0,3.248
26141,4.0,3.905
26142,5.0,4.193
26143,5.0,3.958
26144,2.0,2.623
26145,5.0,3.897
26146,4.0,3.058
26147,4.0,3.549
26148,4.0,3.702
26149,4.0,3.983
26150,4.0,3.833
26151,4.0,3.89
26152,4.0,3.837
26153,3.0,3.342
26154,4.0,3.931
26155,4.0,4.191
26156,4.0,4.159
26157,4.0,3.999
26158,3.0,3.893
26159,3.0,2.861
26160,4.0,3.37
26161,4.0,3.925
26162,4.0,3.835
26163,2.0,3.265
26164,4.0,3.759
26165,4.0,4.301
26166,4.0,4.081
26167,4.0,3.969
26168,4.0,4.333
26169,3.0,3.661
26170,2.0,3.15
26171,3.0,3.16
26172,3.0,3.973
26173,3.0,3.505
26174,3.0,3.251
26175,2.0,2.66
26176,5.0,4.53
26177,5.0,4.145
26178,4.0,4.163
26179,4.0,3.705
26180,4.0,3.441
26181,3.0,3.422
26182,5.0,3.193
26183,4.0,3.338
26184,5.0,3.517
26185,5.0,3.767
26186,3.0,3.613
26187,5.0,2.763
26188,5.0,3.075
26189,5.0,3.967
26190,1.0,2.934
26191,5.0,3.49
26192,5.0,3.69
26193,1.0,4.218
26194,1.0,4.046
26195,2.0,3.791
26196,5.0,4.087
26197,5.0,3.467
26198,4.0,3.618
26199,4.0,3.732
26200,5.0,3.494
26201,3.0,2.76
26202,4.0,3.931
26203,5.0,4.397
26204,4.0,4.122
26205,5.0,3.837
26206,1.0,3.796
26207,4.0,3.976
26208,1.0,3.784
26209,5.0,4.301
26210,3.0,3.572
26211,5.0,2.695
26212,5.0,3.668
26213,5.0,4.109
26214,4.0,3.336
26215,4.0,3.346
26216,5.0,3.728
26217,2.0,3.532
26218,5.0,3.742
26219,4.0,4.11
26220,4.0,3.47
26221,5.0,3.502
26222,5.0,3.521
26223,2.0,3.664
26224,4.0,2.429
26225,5.0,3.297
26226,5.0,3.005
26227,3.0,2.622
26228,5.0,3.441
26229,5.0,4.058
26230,4.0,3.12
26231,2.0,3.895
26232,5.0,4.422
26233,5.0,3.56
26234,4.0,3.793
26235,5.0,4.258
26236,5.0,3.882
26237,4.0,3.575
26238,2.0,2.546
26239,5.0,3.172
26240,3.0,3.768
26241,5.0,3.756
26242,5.0,3.244
26243,4.0,4.127
26244,4.0,2.433
26245,3.0,3.652
26246,4.0,4.119
26247,5.0,3.233
26248,4.0,3.073
26249,3.0,2.874
26250,3.0,3.747
26251,4.0,3.789
26252,5.0,3.708
26253,4.0,3.662
26254,4.0,3.996
26255,4.0,3.472
26256,5.0,3.483
26257,5.0,3.636
26258,2.0,4.211
26259,4.0,3.731
26260,3.0,3.417
26261,2.0,3.408
26262,4.0,2.951
26263,4.0,3.243
26264,2.0,2.601
26265,5.0,3.915
26266,3.0,3.908
26267,4.0,3.004
26268,5.0,2.943
26269,1.0,4.308
26270,5.0,4.049
26271,5.0,3.333
26272,5.0,4.147
26273,5.0,3.265
26274,2.0,2.773
26275,3.0,4.063
26276,3.0,3.891
26277,5.0,4.532
26278,4.0,3.454
26279,5.0,4.19
26280,4.0,4.136
26281,4.0,3.979
26282,5.0,3.915
26283,3.0,4.018
26284,5.0,3.494
26285,3.0,3.791
26286,4.0,3.827
26287,2.0,3.831
26288,5.0,3.643
26289,4.0,3.453
26290,5.0,3.964
26291,4.0,2.699
26292,4.0,3.143
26293,1.0,2.823
26294,4.0,3.144
26295,5.0,3.864
26296,3.0,4.06
26297,3.0,3.258
26298,4.0,4.46
26299,2.0,4.187
26300,3.0,3.396
26301,4.0,3.058
26302,2.0,4.312
26303,3.0,2.92
26304,5.0,3.394
26305,4.0,3.399
26306,5.0,3.135
26307,5.0,3.678
26308,3.0,3.694
26309,3.0,3.869
26310,3.0,3.422
26311,4.0,3.166
26312,5.0,4.266
26313,4.0,3.859
26314,3.0,3.079
26315,4.0,3.887
26316,5.0,3.163
26317,3.0,3.656
26318,3.0,3.263
26319,2.0,4.133
26320,3.0,3.697
26321,3.0,4.093
26322,2.0,2.682
26323,4.0,3.586
26324,5.0,3.92
26325,3.0,3.634
26326,3.0,3.446
26327,4.0,3.82
26328,4.0,3.744
26329,3.0,2.974
26330,5.0,3.933
26331,3.0,2.685
26332,5.0,3.957
26333,5.0,3.544
26334,4.0,3.781
26335,4.0,3.518
26336,4.0,2.465
26337,2.0,3.559
26338,4.0,4.441
26339,2.0,4.107
26340,5.0,3.337
26341,4.0,3.671
26342,4.0,3.237
26343,5.0,3.493
26344,5.0,2.849
26345,3.0,3.365
26346,5.0,3.242
26347,4.0,3.398
26348,5.0,3.641
26349,4.0,3.067
26350,5.0,4.009
26351,4.0,3.87
26352,5.0,4.404
26353,5.0,4.056
26354,4.0,3.068
26355,3.0,3.318
26356,4.0,4.414
26357,5.0,3.609
26358,5.0,4.037
26359,5.0,3.894
26360,4.0,3.46
26361,5.0,3.984
26362,4.0,4.292
26363,5.0,4.273
26364,5.0,4.014
26365,5.0,3.814
26366,5.0,2.638
26367,3.0,3.3
26368,4.0,4.312
26369,4.0,3.894
26370,3.0,3.069
26371,5.0,4.369
26372,5.0,3.324
26373,5.0,3.903
26374,3.0,3.998
26375,4.0,3.563
26376,5.0,4.25
26377,3.0,3.54
26378,5.0,4.545
26379,4.0,4.008
26380,4.0,4.012
26381,3.0,3.829
26382,4.0,3.303
26383,4.0,4.098
26384,5.0,3.601
26385,4.0,4.31
26386,5.0,3.904
26387,3.0,3.952
26388,3.0,3.872
26389,2.0,3.458
26390,4.0,3.49
26391,4.0,3.671
26392,5.0,4.106
26393,4.0,3.66
26394,5.0,3.92
26395,3.0,3.447
26396,3.0,3.948
26397,4.0,4.033
26398,5.0,3.982
26399,5.0,3.485
26400,5.0,3.964
26401,3.0,2.916
26402,5.0,3.417
26403,2.0,3.558
26404,2.0,2.34
26405,4.0,4.056
26406,4.0,4.271
26407,4.0,3.918
26408,5.0,4.278
26409,4.0,3.34
26410,4.0,3.635
26411,3.0,3.786
26412,4.0,3.904
26413,3.0,3.418
26414,3.0,3.019
26415,4.0,3.958
26416,4.0,4.106
26417,4.0,3.618
26418,4.0,4.022
26419,4.0,3.259
26420,3.0,3.457
26421,4.0,3.096
26422,3.0,3.392
26423,4.0,3.669
26424,5.0,3.74
26425,4.0,3.781
26426,3.0,3.848
26427,5.0,4.09
26428,5.0,3.981
26429,4.0,3.513
26430,3.0,3.699
26431,3.0,4.008
26432,5.0,3.857
26433,4.0,4.188
26434,5.0,4.111
26435,4.0,3.1
26436,4.0,4.32
26437,4.0,3.712
26438,4.0,3.94
26439,3.0,3.594
26440,4.0,4.311
26441,2.0,3.346
26442,3.0,3.632
26443,3.0,4.468
26444,3.0,3.479
26445,4.0,3.822
26446,4.0,3.506
26447,5.0,3.576
26448,3.0,4.215
26449,5.0,4.198
26450,3.0,3.381
26451,2.0,3.941
26452,4.0,3.653
26453,2.0,2.799
26454,4.0,3.417
26455,4.0,3.255
26456,4.0,3.563
26457,4.0,3.746
26458,4.0,3.456
26459,4.0,3.87
26460,4.0,3.152
26461,4.0,4.223
26462,4.0,3.712
26463,4.0,3.772
26464,3.0,3.575
26465,5.0,4.096
26466,4.0,3.61
26467,3.0,3.902
26468,4.0,3.807
26469,5.0,4.13
26470,4.0,3.865
26471,5.0,3.654
26472,5.0,4.306
26473,4.0,4.0
26474,5.0,3.986
26475,4.0,4.256
26476,5.0,3.855
26477,4.0,3.761
26478,4.0,3.732
26479,4.0,3.466
26480,4.0,4.083
26481,5.0,3.627
26482,3.0,4.061
26483,4.0,3.308
26484,4.0,4.119
26485,4.0,4.165
26486,3.0,3.959
26487,3.0,3.794
26488,4.0,3.655
26489,3.0,2.761
26490,5.0,4.124
26491,5.0,4.183
26492,3.0,2.918
26493,3.0,4.043
26494,2.0,3.082
26495,4.0,4.074
26496,3.0,3.689
26497,4.0,4.349
26498,3.0,3.7
26499,3.0,3.825
26500,3.0,2.585
26501,4.0,4.511
26502,3.0,3.872
26503,4.0,3.217
26504,4.0,3.111
26505,4.0,3.618
26506,3.0,3.576
26507,4.0,3.879
26508,3.0,3.743
26509,4.0,4.23
26510,4.0,4.365
26511,3.0,3.997
26512,4.0,4.122
26513,1.0,3.914
26514,5.0,3.829
26515,3.0,4.19
26516,4.0,3.474
26517,5.0,4.085
26518,3.0,3.689
26519,4.0,3.85
26520,5.0,3.991
26521,5.0,3.594
26522,3.0,3.992
26523,4.0,2.815
26524,3.0,3.108
26525,5.0,3.521
26526,4.0,3.647
26527,3.0,3.019
26528,3.0,3.784
26529,4.0,2.794
26530,4.0,4.186
26531,3.0,3.323
26532,4.0,4.027
26533,4.0,3.315
26534,4.0,3.745
26535,4.0,3.73
26536,4.0,3.73
26537,4.0,3.911
26538,3.0,3.301
26539,3.0,3.908
26540,4.0,3.191
26541,3.0,2.994
26542,4.0,3.623
26543,3.0,3.123
26544,3.0,3.448
26545,4.0,3.446
26546,4.0,3.874
26547,4.0,3.653
26548,4.0,3.717
26549,3.0,3.837
26550,2.0,3.926
26551,4.0,3.483
26552,3.0,3.028
26553,4.0,4.174
26554,5.0,3.917
26555,4.0,2.984
26556,3.0,3.802
26557,5.0,3.886
26558,4.0,4.343
26559,4.0,3.867
26560,4.0,4.034
26561,4.0,3.872
26562,5.0,3.684
26563,5.0,3.863
26564,4.0,4.409
26565,5.0,3.645
26566,4.0,4.117
26567,4.0,3.818
26568,4.0,3.874
26569,5.0,4.238
26570,4.0,4.086
26571,4.0,3.741
26572,4.0,3.862
26573,3.0,3.912
26574,2.0,3.945
26575,3.0,2.964
26576,3.0,3.347
26577,3.0,2.822
26578,5.0,3.675
26579,4.0,3.19
26580,3.0,3.881
26581,3.0,3.108
26582,4.0,3.663
26583,3.0,3.293
26584,5.0,4.055
26585,5.0,3.912
26586,2.0,2.755
26587,4.0,3.269
26588,5.0,3.127
26589,4.0,3.401
26590,1.0,3.139
26591,5.0,3.907
26592,4.0,4.116
26593,4.0,3.612
26594,2.0,3.415
26595,3.0,3.771
26596,3.0,4.019
26597,3.0,3.784
26598,4.0,3.768
26599,4.0,4.055
26600,4.0,3.602
26601,5.0,3.323
26602,5.0,3.807
26603,4.0,2.779
26604,3.0,3.162
26605,5.0,4.531
26606,5.0,3.416
26607,3.0,3.961
26608,3.0,3.07
26609,4.0,3.034
26610,3.0,4.137
26611,4.0,3.586
26612,3.0,2.934
26613,5.0,3.564
26614,2.0,2.935
26615,1.0,2.641
26616,4.0,3.569
26617,4.0,3.991
26618,4.0,3.906
26619,3.0,2.763
26620,5.0,4.375
26621,5.0,3.447
26622,4.0,4.141
26623,5.0,3.837
26624,5.0,3.407
26625,5.0,3.623
26626,5.0,3.311
26627,4.0,3.07
26628,5.0,3.435
26629,3.0,3.264
26630,5.0,3.755
26631,4.0,3.068
26632,5.0,3.548
26633,5.0,3.807
26634,5.0,3.74
26635,4.0,3.451
26636,2.0,2.151
26637,5.0,3.852
26638,5.0,2.977
26639,3.0,2.405
26640,5.0,3.628
26641,5.0,3.927
26642,5.0,3.59
26643,4.0,3.726
26644,3.0,3.952
26645,4.0,3.636
26646,4.0,3.446
26647,4.0,3.183
26648,4.0,2.694
26649,4.0,2.69
26650,3.0,3.215
26651,4.0,3.261
26652,4.0,2.814
26653,5.0,3.834
26654,5.0,3.634
26655,4.0,2.866
26656,4.0,3.6
26657,5.0,4.221
26658,4.0,3.575
26659,4.0,3.646
26660,4.0,3.374
26661,4.0,3.727
26662,5.0,3.83
26663,3.0,2.6
26664,4.0,3.328
26665,5.0,3.324
26666,4.0,3.088
26667,4.0,3.915
26668,5.0,4.442
26669,5.0,3.612
26670,4.0,3.179
26671,4.0,3.961
26672,4.0,3.773
26673,3.0,3.104
26674,5.0,3.968
26675,4.0,3.413
26676,5.0,3.449
26677,5.0,4.029
26678,5.0,3.254
26679,5.0,4.062
26680,5.0,3.66
26681,5.0,3.647
26682,3.0,3.848
26683,3.0,3.29
26684,5.0,3.779
26685,3.0,3.423
26686,5.0,3.967
26687,4.0,3.578
26688,4.0,3.657
26689,3.0,3.328
26690,4.0,3.893
26691,3.0,3.935
26692,5.0,4.441
26693,3.0,3.559
26694,4.0,2.855
26695,4.0,3.998
26696,3.0,3.159
26697,4.0,3.339
26698,3.0,3.816
26699,4.0,3.27
26700,4.0,3.82
26701,3.0,3.56
26702,2.0,4.007
26703,5.0,3.857
26704,3.0,3.291
26705,3.0,3.867
26706,4.0,3.804
26707,4.0,2.955
26708,3.0,3.465
26709,2.0,3.149
26710,3.0,3.419
26711,3.0,4.148
26712,3.0,3.394
26713,5.0,3.237
26714,4.0,3.535
26715,4.0,3.333
26716,4.0,3.605
26717,3.0,3.644
26718,4.0,4.149
26719,3.0,3.84
26720,5.0,3.18
26721,4.0,3.732
26722,1.0,2.832
26723,3.0,2.626
26724,3.0,2.794
26725,2.0,2.417
26726,3.0,2.674
26727,2.0,3.323
26728,4.0,3.364
26729,4.0,3.422
26730,3.0,3.633
26731,4.0,3.991
26732,2.0,2.57
26733,4.0,4.082
26734,4.0,3.3
26735,5.0,3.146
26736,5.0,3.551
26737,4.0,3.809
26738,4.0,2.668
26739,3.0,2.933
26740,2.0,2.711
26741,3.0,2.46
26742,1.0,3.004
26743,4.0,4.467
26744,3.0,3.595
26745,4.0,2.79
26746,4.0,3.434
26747,4.0,4.347
26748,5.0,4.082
26749,4.0,3.134
26750,4.0,3.717
26751,4.0,3.038
26752,4.0,4.225
26753,4.0,3.232
26754,2.0,2.839
26755,3.0,3.829
26756,3.0,3.832
26757,4.0,3.599
26758,4.0,3.916
26759,3.0,3.668
26760,1.0,3.005
26761,5.0,3.636
26762,5.0,3.605
26763,4.0,3.134
26764,3.0,2.676
26765,4.0,3.469
26766,4.0,3.019
26767,4.0,3.477
26768,5.0,3.047
26769,5.0,3.384
26770,5.0,3.584
26771,2.0,2.949
26772,5.0,3.874
26773,4.0,3.462
26774,4.0,3.065
26775,5.0,3.564
26776,3.0,3.149
26777,4.0,3.691
26778,3.0,2.819
26779,2.0,3.042
26780,5.0,3.839
26781,5.0,4.46
26782,2.0,3.625
26783,3.0,3.152
26784,2.0,3.554
26785,2.0,3.386
26786,2.0,3.765
26787,5.0,3.963
26788,3.0,3.946
26789,3.0,3.823
26790,3.0,3.309
26791,2.0,3.381
26792,4.0,2.74
26793,4.0,3.98
26794,4.0,4.134
26795,4.0,4.086
26796,2.0,3.153
26797,5.0,4.243
26798,3.0,3.115
26799,4.0,3.17
26800,4.0,3.252
26801,4.0,3.585
26802,4.0,3.591
26803,3.0,2.995
26804,4.0,3.692
26805,5.0,3.741
26806,5.0,3.536
26807,3.0,4.132
26808,4.0,3.241
26809,5.0,2.843
26810,4.0,4.419
26811,3.0,3.43
26812,4.0,3.736
26813,5.0,3.648
26814,3.0,3.134
26815,5.0,3.748
26816,4.0,3.862
26817,5.0,4.364
26818,3.0,3.461
26819,5.0,3.94
26820,4.0,3.96
26821,1.0,3.86
26822,5.0,3.881
26823,5.0,4.035
26824,2.0,3.907
26825,1.0,2.995
26826,3.0,3.469
26827,3.0,3.514
26828,4.0,3.886
26829,4.0,3.841
26830,3.0,3.615
26831,3.0,3.974
26832,3.0,3.839
26833,4.0,3.43
26834,3.0,3.544
26835,2.0,4.09
26836,2.0,3.632
26837,1.0,2.77
26838,3.0,3.991
26839,1.0,2.821
26840,3.0,3.765
26841,3.0,2.415
26842,3.0,4.13
26843,5.0,3.965
26844,3.0,2.857
26845,2.0,3.292
26846,1.0,3.402
26847,5.0,4.081
26848,3.0,4.16
26849,4.0,3.832
26850,5.0,3.863
26851,3.0,3.092
26852,5.0,3.43
26853,3.0,4.038
26854,3.0,3.817
26855,4.0,3.655
26856,2.0,3.065
26857,5.0,4.102
26858,4.0,3.707
26859,4.0,3.92
26860,1.0,3.792
26861,4.0,2.885
26862,2.0,3.298
26863,5.0,4.259
26864,3.0,3.591
26865,3.0,3.835
26866,3.0,2.586
26867,3.0,3.544
26868,5.0,3.644
26869,3.0,2.761
26870,3.0,3.669
26871,4.0,3.208
26872,5.0,4.385
26873,3.0,3.437
26874,4.0,4.004
26875,5.0,4.011
26876,4.0,3.68
26877,4.0,3.714
26878,3.0,2.388
26879,4.0,3.594
26880,4.0,3.395
26881,4.0,4.162
26882,5.0,3.862
26883,2.0,3.414
26884,2.0,3.076
26885,2.0,2.936
26886,5.0,3.992
26887,4.0,3.812
26888,4.0,3.417
26889,5.0,3.825
26890,5.0,3.911
26891,5.0,4.412
26892,3.0,3.913
26893,5.0,2.704
26894,5.0,3.639
26895,3.0,3.784
26896,5.0,3.381
26897,3.0,3.22
26898,4.0,3.684
26899,4.0,3.48
26900,5.0,3.289
26901,1.0,2.522
26902,4.0,3.563
26903,4.0,3.797
26904,5.0,4.324
26905,4.0,3.758
26906,3.0,3.387
26907,4.0,3.807
26908,4.0,3.668
26909,4.0,4.061
26910,5.0,4.502
26911,4.0,3.52
26912,2.0,3.176
26913,4.0,3.889
26914,4.0,4.073
26915,5.0,3.937
26916,4.0,4.157
26917,3.0,3.452
26918,3.0,3.174
26919,4.0,3.432
26920,3.0,3.656
26921,3.0,3.904
26922,4.0,3.496
26923,5.0,3.704
26924,3.0,3.906
26925,3.0,3.842
26926,4.0,2.881
26927,5.0,2.834
26928,3.0,3.101
26929,5.0,4.018
26930,4.0,3.601
26931,5.0,3.247
26932,4.0,3.217
26933,5.0,3.406
26934,3.0,3.804
26935,4.0,3.426
26936,5.0,3.533
26937,2.0,3.18
26938,3.0,3.462
26939,2.0,3.505
26940,3.0,3.33
26941,2.0,3.986
26942,3.0,3.361
26943,3.0,3.945
26944,5.0,4.439
26945,2.0,3.338
26946,4.0,4.076
26947,3.0,4.005
26948,3.0,4.047
26949,2.0,3.707
26950,2.0,3.105
26951,3.0,3.549
26952,4.0,3.802
26953,2.0,2.932
26954,1.0,2.906
26955,3.0,3.525
26956,2.0,4.46
26957,3.0,3.617
26958,1.0,3.566
26959,4.0,3.529
26960,4.0,3.63
26961,3.0,3.816
26962,2.0,4.188
26963,3.0,3.299
26964,3.0,3.474
26965,3.0,3.247
26966,3.0,3.967
26967,4.0,3.224
26968,4.0,4.115
26969,3.0,4.236
26970,2.0,3.833
26971,4.0,3.933
26972,5.0,4.472
26973,4.0,3.862
26974,4.0,3.799
26975,5.0,3.957
26976,5.0,3.643
26977,3.0,3.805
26978,3.0,3.575
26979,4.0,3.122
26980,2.0,2.289
26981,4.0,3.932
26982,5.0,3.877
26983,4.0,3.633
26984,4.0,3.796
26985,3.0,3.917
26986,4.0,4.184
26987,3.0,4.283
26988,4.0,4.143
